x,y,z
106607,49375,17
106607,49376,17
106607,49377,17
106607,49378,17
106607,49379,17
106607,49380,17
106607,49381,17
106607,49382,17
106607,49383,17
106607,49384,17
106607,49385,17
106607,49386,17
106607,49387,17
106607,49388,17
106607,49389,17
106607,49390,17
106607,49391,17
106607,49392,17
106607,49393,17
106607,49394,17
106607,49395,17
106607,49396,17
106607,49397,17
106607,49398,17
106607,49399,17
106607,49400,17
106607,49401,17
106607,49402,17
106607,49403,17
106607,49404,17
106607,49405,17
106607,49406,17
106607,49407,17
106607,49408,17
106607,49409,17
106607,49410,17
106607,49411,17
106607,49412,17
106607,49413,17
106607,49414,17
106607,49415,17
106607,49416,17
106607,49417,17
106607,49418,17
106607,49419,17
106607,49420,17
106607,49421,17
106607,49422,17
106607,49423,17
106607,49424,17
106607,49425,17
106607,49426,17
106607,49427,17
106607,49428,17
106607,49429,17
106607,49430,17
106607,49431,17
106607,49432,17
106607,49433,17
106607,49434,17
106607,49435,17
106607,49436,17
106607,49437,17
106607,49438,17
106607,49439,17
106607,49440,17
106607,49441,17
106607,49442,17
106607,49443,17
106607,49444,17
106607,49445,17
106607,49446,17
106607,49447,17
106607,49448,17
106607,49449,17
106607,49450,17
106607,49451,17
106607,49452,17
106607,49453,17
106607,49454,17
106607,49455,17
106607,49456,17
106607,49457,17
106607,49458,17
106607,49459,17
106607,49460,17
106607,49461,17
106607,49462,17
106607,49463,17
106607,49464,17
106607,49465,17
106607,49466,17
106607,49467,17
106607,49468,17
106607,49469,17
106607,49470,17
106608,49240,17
106608,49241,17
106608,49242,17
106608,49243,17
106608,49244,17
106608,49245,17
106608,49246,17
106608,49247,17
106608,49248,17
106608,49249,17
106608,49250,17
106608,49251,17
106608,49252,17
106608,49253,17
106608,49254,17
106608,49255,17
106608,49256,17
106608,49257,17
106608,49258,17
106608,49259,17
106608,49260,17
106608,49261,17
106608,49262,17
106608,49263,17
106608,49264,17
106608,49265,17
106608,49266,17
106608,49267,17
106608,49268,17
106608,49269,17
106608,49270,17
106608,49271,17
106608,49272,17
106608,49273,17
106608,49274,17
106608,49275,17
106608,49276,17
106608,49277,17
106608,49278,17
106608,49279,17
106608,49280,17
106608,49281,17
106608,49282,17
106608,49283,17
106608,49284,17
106608,49285,17
106608,49286,17
106608,49287,17
106608,49288,17
106608,49289,17
106608,49290,17
106608,49291,17
106608,49292,17
106608,49293,17
106608,49294,17
106608,49295,17
106608,49296,17
106608,49297,17
106608,49298,17
106608,49299,17
106608,49300,17
106608,49301,17
106608,49302,17
106608,49303,17
106608,49304,17
106608,49305,17
106608,49306,17
106608,49307,17
106608,49308,17
106608,49309,17
106608,49310,17
106608,49311,17
106608,49312,17
106608,49313,17
106608,49314,17
106608,49315,17
106608,49316,17
106608,49317,17
106608,49318,17
106608,49319,17
106608,49320,17
106608,49321,17
106608,49322,17
106608,49323,17
106608,49324,17
106608,49325,17
106608,49326,17
106608,49327,17
106608,49328,17
106608,49329,17
106608,49330,17
106608,49331,17
106608,49332,17
106608,49333,17
106608,49334,17
106608,49335,17
106608,49336,17
106608,49337,17
106608,49338,17
106608,49339,17
106608,49340,17
106608,49341,17
106608,49342,17
106608,49343,17
106608,49344,17
106608,49345,17
106608,49346,17
106608,49347,17
106608,49348,17
106608,49349,17
106608,49350,17
106608,49351,17
106608,49352,17
106608,49353,17
106608,49354,17
106608,49355,17
106608,49356,17
106608,49357,17
106608,49358,17
106608,49359,17
106608,49360,17
106608,49361,17
106608,49362,17
106608,49363,17
106608,49364,17
106608,49365,17
106608,49366,17
106608,49367,17
106608,49368,17
106608,49369,17
106608,49370,17
106608,49371,17
106608,49372,17
106608,49373,17
106608,49374,17
106608,49375,17
106608,49376,17
106608,49377,17
106608,49378,17
106608,49379,17
106608,49380,17
106608,49381,17
106608,49382,17
106608,49383,17
106608,49384,17
106608,49385,17
106608,49386,17
106608,49387,17
106608,49388,17
106608,49389,17
106608,49390,17
106608,49391,17
106608,49392,17
106608,49393,17
106608,49394,17
106608,49395,17
106608,49396,17
106608,49397,17
106608,49398,17
106608,49399,17
106608,49400,17
106608,49401,17
106608,49402,17
106608,49403,17
106608,49404,17
106608,49405,17
106608,49406,17
106608,49407,17
106608,49408,17
106608,49409,17
106608,49410,17
106608,49411,17
106608,49412,17
106608,49413,17
106608,49414,17
106608,49415,17
106608,49416,17
106608,49417,17
106608,49418,17
106608,49419,17
106608,49420,17
106608,49421,17
106608,49422,17
106608,49423,17
106608,49424,17
106608,49425,17
106608,49426,17
106608,49427,17
106608,49428,17
106608,49429,17
106608,49430,17
106608,49431,17
106608,49432,17
106608,49433,17
106608,49434,17
106608,49435,17
106608,49436,17
106608,49437,17
106608,49438,17
106608,49439,17
106608,49440,17
106608,49441,17
106608,49442,17
106608,49443,17
106608,49444,17
106608,49445,17
106608,49446,17
106608,49447,17
106608,49448,17
106608,49449,17
106608,49450,17
106608,49451,17
106608,49452,17
106608,49453,17
106608,49454,17
106608,49455,17
106608,49456,17
106608,49457,17
106608,49458,17
106608,49459,17
106608,49460,17
106608,49461,17
106608,49462,17
106608,49463,17
106608,49464,17
106608,49465,17
106608,49466,17
106608,49467,17
106608,49468,17
106608,49469,17
106608,49470,17
106609,49240,17
106609,49241,17
106609,49242,17
106609,49243,17
106609,49244,17
106609,49245,17
106609,49246,17
106609,49247,17
106609,49248,17
106609,49249,17
106609,49250,17
106609,49251,17
106609,49252,17
106609,49253,17
106609,49254,17
106609,49255,17
106609,49256,17
106609,49257,17
106609,49258,17
106609,49259,17
106609,49260,17
106609,49261,17
106609,49262,17
106609,49263,17
106609,49264,17
106609,49265,17
106609,49266,17
106609,49267,17
106609,49268,17
106609,49269,17
106609,49270,17
106609,49271,17
106609,49272,17
106609,49273,17
106609,49274,17
106609,49275,17
106609,49276,17
106609,49277,17
106609,49278,17
106609,49279,17
106609,49280,17
106609,49281,17
106609,49282,17
106609,49283,17
106609,49284,17
106609,49285,17
106609,49286,17
106609,49287,17
106609,49288,17
106609,49289,17
106609,49290,17
106609,49291,17
106609,49292,17
106609,49293,17
106609,49294,17
106609,49295,17
106609,49296,17
106609,49297,17
106609,49298,17
106609,49299,17
106609,49300,17
106609,49301,17
106609,49302,17
106609,49303,17
106609,49304,17
106609,49305,17
106609,49306,17
106609,49307,17
106609,49308,17
106609,49309,17
106609,49310,17
106609,49311,17
106609,49312,17
106609,49313,17
106609,49314,17
106609,49315,17
106609,49316,17
106609,49317,17
106609,49318,17
106609,49319,17
106609,49320,17
106609,49321,17
106609,49322,17
106609,49323,17
106609,49324,17
106609,49325,17
106609,49326,17
106609,49327,17
106609,49328,17
106609,49329,17
106609,49330,17
106609,49331,17
106609,49332,17
106609,49333,17
106609,49334,17
106609,49335,17
106609,49336,17
106609,49337,17
106609,49338,17
106609,49339,17
106609,49340,17
106609,49341,17
106609,49342,17
106609,49343,17
106609,49344,17
106609,49345,17
106609,49346,17
106609,49347,17
106609,49348,17
106609,49349,17
106609,49350,17
106609,49351,17
106609,49352,17
106609,49353,17
106609,49354,17
106609,49355,17
106609,49356,17
106609,49357,17
106609,49358,17
106609,49359,17
106609,49360,17
106609,49361,17
106609,49362,17
106609,49363,17
106609,49364,17
106609,49365,17
106609,49366,17
106609,49367,17
106609,49368,17
106609,49369,17
106609,49370,17
106609,49371,17
106609,49372,17
106609,49373,17
106609,49374,17
106609,49375,17
106609,49376,17
106609,49377,17
106609,49378,17
106609,49379,17
106609,49380,17
106609,49381,17
106609,49382,17
106609,49383,17
106609,49384,17
106609,49385,17
106609,49386,17
106609,49387,17
106609,49388,17
106609,49389,17
106609,49390,17
106609,49391,17
106609,49392,17
106609,49393,17
106609,49394,17
106609,49395,17
106609,49396,17
106609,49397,17
106609,49398,17
106609,49399,17
106609,49400,17
106609,49401,17
106609,49402,17
106609,49403,17
106609,49404,17
106609,49405,17
106609,49406,17
106609,49407,17
106609,49408,17
106609,49409,17
106609,49410,17
106609,49411,17
106609,49412,17
106609,49413,17
106609,49414,17
106609,49415,17
106609,49416,17
106609,49417,17
106609,49418,17
106609,49419,17
106609,49420,17
106609,49421,17
106609,49422,17
106609,49423,17
106609,49424,17
106609,49425,17
106609,49426,17
106609,49427,17
106609,49428,17
106609,49429,17
106609,49430,17
106609,49431,17
106609,49432,17
106609,49433,17
106609,49434,17
106609,49435,17
106609,49436,17
106609,49437,17
106609,49438,17
106609,49439,17
106609,49440,17
106609,49441,17
106609,49442,17
106609,49443,17
106609,49444,17
106609,49445,17
106609,49446,17
106609,49447,17
106609,49448,17
106609,49449,17
106609,49450,17
106609,49451,17
106609,49452,17
106609,49453,17
106609,49454,17
106609,49455,17
106609,49456,17
106609,49457,17
106609,49458,17
106609,49459,17
106609,49460,17
106609,49461,17
106609,49462,17
106609,49463,17
106609,49464,17
106609,49465,17
106609,49466,17
106609,49467,17
106609,49468,17
106609,49469,17
106609,49470,17
106610,49240,17
106610,49241,17
106610,49242,17
106610,49243,17
106610,49244,17
106610,49245,17
106610,49246,17
106610,49247,17
106610,49248,17
106610,49249,17
106610,49250,17
106610,49251,17
106610,49252,17
106610,49253,17
106610,49254,17
106610,49255,17
106610,49256,17
106610,49257,17
106610,49258,17
106610,49259,17
106610,49260,17
106610,49261,17
106610,49262,17
106610,49263,17
106610,49264,17
106610,49265,17
106610,49266,17
106610,49267,17
106610,49268,17
106610,49269,17
106610,49270,17
106610,49271,17
106610,49272,17
106610,49273,17
106610,49274,17
106610,49275,17
106610,49276,17
106610,49277,17
106610,49278,17
106610,49279,17
106610,49280,17
106610,49281,17
106610,49282,17
106610,49283,17
106610,49284,17
106610,49285,17
106610,49286,17
106610,49287,17
106610,49288,17
106610,49289,17
106610,49290,17
106610,49291,17
106610,49292,17
106610,49293,17
106610,49294,17
106610,49295,17
106610,49296,17
106610,49297,17
106610,49298,17
106610,49299,17
106610,49300,17
106610,49301,17
106610,49302,17
106610,49303,17
106610,49304,17
106610,49305,17
106610,49306,17
106610,49307,17
106610,49308,17
106610,49309,17
106610,49310,17
106610,49311,17
106610,49312,17
106610,49313,17
106610,49314,17
106610,49315,17
106610,49316,17
106610,49317,17
106610,49318,17
106610,49319,17
106610,49320,17
106610,49321,17
106610,49322,17
106610,49323,17
106610,49324,17
106610,49325,17
106610,49326,17
106610,49327,17
106610,49328,17
106610,49329,17
106610,49330,17
106610,49331,17
106610,49332,17
106610,49333,17
106610,49334,17
106610,49335,17
106610,49336,17
106610,49337,17
106610,49338,17
106610,49339,17
106610,49340,17
106610,49341,17
106610,49342,17
106610,49343,17
106610,49344,17
106610,49345,17
106610,49346,17
106610,49347,17
106610,49348,17
106610,49349,17
106610,49350,17
106610,49351,17
106610,49352,17
106610,49353,17
106610,49354,17
106610,49355,17
106610,49356,17
106610,49357,17
106610,49358,17
106610,49359,17
106610,49360,17
106610,49361,17
106610,49362,17
106610,49363,17
106610,49364,17
106610,49365,17
106610,49366,17
106610,49367,17
106610,49368,17
106610,49369,17
106610,49370,17
